Submission No,Title,Speaker,Moderator,Date Start,Time Start,Date End,Time End,Location,TimeZoneBlock,Categories,UID,EVENTID
2145,Olfactory tract diffusion measures of early Parkinsonâ€™s disease patients using 7T MRI,Margot Heijmans,,20210624,80000,20210624,100000,poster2145,EuropeAsia,Poster,,poster2145EuropeAsia
1523,Organisational and neuromodulatory underpinnings of structure-function decoupling in Parkinsonâ€™s,Angeliki Zarkali,,20210621,160000,20210621,170000,poster1523,AmericasEurope,Poster,,poster1523AmericasEurope
1523,Organisational and neuromodulatory underpinnings of structure-function decoupling in Parkinsonâ€™s,Angeliki Zarkali,,20210623,0,20210623,10000,poster1523,AmericasAsia,Poster,,poster1523AmericasAsia
1523,Organisational and neuromodulatory underpinnings of structure-function decoupling in Parkinsonâ€™s,Angeliki Zarkali,,20210624,80000,20210624,100000,poster1523,EuropeAsia,Poster,,poster1523EuropeAsia
2228,Overnight dynamics of brain Glutamate and GABA levels in children with ADHD,Carina Volk,,20210622,160000,20210622,170000,poster2228,AmericasEurope,Poster,,poster2228AmericasEurope
2228,Overnight dynamics of brain Glutamate and GABA levels in children with ADHD,Carina Volk,,20210622,0,20210622,10000,poster2228,AmericasAsia,Poster,,poster2228AmericasAsia
2228,Overnight dynamics of brain Glutamate and GABA levels in children with ADHD,Carina Volk,,20210624,80000,20210624,100000,poster2228,EuropeAsia,Poster,,poster2228EuropeAsia
1562,Perturbation of Functional Connectivity Allows Prediction of rTMS Therapeutic Effect in TRD,Ruiyang Ge,,20210623,160000,20210623,170000,poster1562,AmericasEurope,Poster,,poster1562AmericasEurope
1562,Perturbation of Functional Connectivity Allows Prediction of rTMS Therapeutic Effect in TRD,Ruiyang Ge,,20210626,0,20210626,10000,poster1562,AmericasAsia,Poster,,poster1562AmericasAsia
1562,Perturbation of Functional Connectivity Allows Prediction of rTMS Therapeutic Effect in TRD,Ruiyang Ge,,20210622,80000,20210622,100000,poster1562,EuropeAsia,Poster,,poster1562EuropeAsia
2482,Physiopy/phys2bids v2.3.3: BIDS formatting of physiological recordings,François Lespinasse,,20210623,160000,20210623,170000,poster2482,AmericasEurope,Poster,,poster2482AmericasEurope
2482,Physiopy/phys2bids v2.3.3: BIDS formatting of physiological recordings,François Lespinasse,,20210625,0,20210625,10000,poster2482,AmericasAsia,Poster,,poster2482AmericasAsia
2482,Physiopy/phys2bids v2.3.3: BIDS formatting of physiological recordings,François Lespinasse,,20210622,80000,20210622,100000,poster2482,EuropeAsia,Poster,,poster2482EuropeAsia
1925,Pipeline for processing EEG data acquired during block- design simultaneous EEG-fMRI-ASL study,Balu Krishnan,,20210624,160000,20210624,170000,poster1925,AmericasEurope,Poster,,poster1925AmericasEurope
1925,Pipeline for processing EEG data acquired during block- design simultaneous EEG-fMRI-ASL study,Balu Krishnan,,20210626,0,20210626,10000,poster1925,AmericasAsia,Poster,,poster1925AmericasAsia
1925,Pipeline for processing EEG data acquired during block- design simultaneous EEG-fMRI-ASL study,Balu Krishnan,,20210622,80000,20210622,100000,poster1925,EuropeAsia,Poster,,poster1925EuropeAsia
1705,Polyneuro Risk Scores of Executive Function Show Widely Distributed Effects Across the Whole Brain,Nora Byington,,20210622,160000,20210622,170000,poster1705,AmericasEurope,Poster,,poster1705AmericasEurope
1705,Polyneuro Risk Scores of Executive Function Show Widely Distributed Effects Across the Whole Brain,Nora Byington,,20210626,0,20210626,10000,poster1705,AmericasAsia,Poster,,poster1705AmericasAsia
1705,Polyneuro Risk Scores of Executive Function Show Widely Distributed Effects Across the Whole Brain,Nora Byington,,20210624,80000,20210624,100000,poster1705,EuropeAsia,Poster,,poster1705EuropeAsia
2172,Posterior cortical cognitive deficits are associated with tract alterations in Parkinsonâ€™s disease,Quentin DEVIGNES,,20210621,160000,20210621,170000,poster2172,AmericasEurope,Poster,,poster2172AmericasEurope
2172,Posterior cortical cognitive deficits are associated with tract alterations in Parkinsonâ€™s disease,Quentin DEVIGNES,,20210623,0,20210623,10000,poster2172,AmericasAsia,Poster,,poster2172AmericasAsia
2172,Posterior cortical cognitive deficits are associated with tract alterations in Parkinsonâ€™s disease,Quentin DEVIGNES,,20210624,80000,20210624,100000,poster2172,EuropeAsia,Poster,,poster2172EuropeAsia
2216,Predicting Gaze Position with Deep Learning of Electroencephalography Data,Martyna Plomecka,,20210625,160000,20210625,170000,poster2216,AmericasEurope,Poster,,poster2216AmericasEurope
2216,Predicting Gaze Position with Deep Learning of Electroencephalography Data,Martyna Plomecka,,20210623,0,20210623,10000,poster2216,AmericasAsia,Poster,,poster2216AmericasAsia
2216,Predicting Gaze Position with Deep Learning of Electroencephalography Data,Martyna Plomecka,,20210624,80000,20210624,100000,poster2216,EuropeAsia,Poster,,poster2216EuropeAsia
2341,Preserved dynamic architecture contributes to the brainâ€™s ability to recover consciousness,Charlotte Maschke,,20210622,160000,20210622,170000,poster2341,AmericasEurope,Poster,,poster2341AmericasEurope
2341,Preserved dynamic architecture contributes to the brainâ€™s ability to recover consciousness,Charlotte Maschke,,20210622,0,20210622,10000,poster2341,AmericasAsia,Poster,,poster2341AmericasAsia
2341,Preserved dynamic architecture contributes to the brainâ€™s ability to recover consciousness,Charlotte Maschke,,20210624,80000,20210624,100000,poster2341,EuropeAsia,Poster,,poster2341EuropeAsia
1559,Probing the Hemispheric Asymmetry of Representations in Bilateral 'Inferior Temporal Numeral Areas',Darren Yeo,,20210625,160000,20210625,170000,poster1559,AmericasEurope,Poster,,poster1559AmericasEurope
1559,Probing the Hemispheric Asymmetry of Representations in Bilateral 'Inferior Temporal Numeral Areas',Darren Yeo,,20210624,0,20210624,10000,poster1559,AmericasAsia,Poster,,poster1559AmericasAsia
1559,Probing the Hemispheric Asymmetry of Representations in Bilateral 'Inferior Temporal Numeral Areas',Darren Yeo,,20210622,80000,20210622,100000,poster1559,EuropeAsia,Poster,,poster1559EuropeAsia
2174,Psycho-socio-economic advantages protect depressed children from aberrant connectivity development,Zhen Yang,,20210623,160000,20210623,170000,poster2174,AmericasEurope,Poster,,poster2174AmericasEurope
2174,Psycho-socio-economic advantages protect depressed children from aberrant connectivity development,Zhen Yang,,20210626,0,20210626,10000,poster2174,AmericasAsia,Poster,,poster2174AmericasAsia
2174,Psycho-socio-economic advantages protect depressed children from aberrant connectivity development,Zhen Yang,,20210622,80000,20210622,100000,poster2174,EuropeAsia,Poster,,poster2174EuropeAsia
2408,Quasi-periodic patterns and BOLD response entrained by visual stimulation in the human brain,Nan Xu,,20210624,160000,20210624,170000,poster2408,AmericasEurope,Poster,,poster2408AmericasEurope
2408,Quasi-periodic patterns and BOLD response entrained by visual stimulation in the human brain,Nan Xu,,20210626,0,20210626,10000,poster2408,AmericasAsia,Poster,,poster2408AmericasAsia
2408,Quasi-periodic patterns and BOLD response entrained by visual stimulation in the human brain,Nan Xu,,20210622,80000,20210622,100000,poster2408,EuropeAsia,Poster,,poster2408EuropeAsia
2442,Recent Onset Depression and Recent Onset Psychosis: a Semi-Supervised Machine Learning Approach,Paris Lalousis,,20210623,160000,20210623,170000,poster2442,AmericasEurope,Poster,,poster2442AmericasEurope
2442,Recent Onset Depression and Recent Onset Psychosis: a Semi-Supervised Machine Learning Approach,Paris Lalousis,,20210626,0,20210626,10000,poster2442,AmericasAsia,Poster,,poster2442AmericasAsia
2442,Recent Onset Depression and Recent Onset Psychosis: a Semi-Supervised Machine Learning Approach,Paris Lalousis,,20210622,80000,20210622,100000,poster2442,EuropeAsia,Poster,,poster2442EuropeAsia
1682,Reduced Error-Related Default Mode Network Deactivations Linked with HIV and Medication Management,Jessica Flannery,,20210621,160000,20210621,170000,poster1682,AmericasEurope,Poster,,poster1682AmericasEurope
1682,Reduced Error-Related Default Mode Network Deactivations Linked with HIV and Medication Management,Jessica Flannery,,20210623,0,20210623,10000,poster1682,AmericasAsia,Poster,,poster1682AmericasAsia
1682,Reduced Error-Related Default Mode Network Deactivations Linked with HIV and Medication Management,Jessica Flannery,,20210624,80000,20210624,100000,poster1682,EuropeAsia,Poster,,poster1682EuropeAsia
1958,"Regional White Matter Hyperintensity Burden, Functional Connectivity, and Cognition in Older Adults",Abhishek Jaywant,,20210624,160000,20210624,170000,poster1958,AmericasEurope,Poster,,poster1958AmericasEurope
1958,"Regional White Matter Hyperintensity Burden, Functional Connectivity, and Cognition in Older Adults",Abhishek Jaywant,,20210624,0,20210624,10000,poster1958,AmericasAsia,Poster,,poster1958AmericasAsia
1958,"Regional White Matter Hyperintensity Burden, Functional Connectivity, and Cognition in Older Adults",Abhishek Jaywant,,20210622,80000,20210622,100000,poster1958,EuropeAsia,Poster,,poster1958EuropeAsia
2572,Relating BOLD low-frequency physiological patterns to behavioral and cognitive traits,Nafis Ahmed,,20210625,160000,20210625,170000,poster2572,AmericasEurope,Poster,,poster2572AmericasEurope
2572,Relating BOLD low-frequency physiological patterns to behavioral and cognitive traits,Nafis Ahmed,,20210625,0,20210625,10000,poster2572,AmericasAsia,Poster,,poster2572AmericasAsia
2572,Relating BOLD low-frequency physiological patterns to behavioral and cognitive traits,Nafis Ahmed,,20210622,80000,20210622,100000,poster2572,EuropeAsia,Poster,,poster2572EuropeAsia
1990,Reliability of Spatially Constrained Independent Component Analysis Across Pipelines in Children,Thomas DeRamus,,20210624,160000,20210624,170000,poster1990,AmericasEurope,Poster,,poster1990AmericasEurope
1990,Reliability of Spatially Constrained Independent Component Analysis Across Pipelines in Children,Thomas DeRamus,,20210626,0,20210626,10000,poster1990,AmericasAsia,Poster,,poster1990AmericasAsia
1990,Reliability of Spatially Constrained Independent Component Analysis Across Pipelines in Children,Thomas DeRamus,,20210622,80000,20210622,100000,poster1990,EuropeAsia,Poster,,poster1990EuropeAsia
2402,Repertoire of dynamic states in neonatal functional brain networks,Lucas Souza Franca,,20210624,160000,20210624,170000,poster2402,AmericasEurope,Poster,,poster2402AmericasEurope
2402,Repertoire of dynamic states in neonatal functional brain networks,Lucas Souza Franca,,20210624,0,20210624,10000,poster2402,AmericasAsia,Poster,,poster2402AmericasAsia
2402,Repertoire of dynamic states in neonatal functional brain networks,Lucas Souza Franca,,20210622,80000,20210622,100000,poster2402,EuropeAsia,Poster,,poster2402EuropeAsia
2182,Reproducibility of rs-fMRI Functional Connectivity Hemispheric Contrast to Lateralize Language,Manu Krishnamurthy,,20210624,160000,20210624,170000,poster2182,AmericasEurope,Poster,,poster2182AmericasEurope
2182,Reproducibility of rs-fMRI Functional Connectivity Hemispheric Contrast to Lateralize Language,Manu Krishnamurthy,,20210622,0,20210622,10000,poster2182,AmericasAsia,Poster,,poster2182AmericasAsia
2182,Reproducibility of rs-fMRI Functional Connectivity Hemispheric Contrast to Lateralize Language,Manu Krishnamurthy,,20210622,80000,20210622,100000,poster2182,EuropeAsia,Poster,,poster2182EuropeAsia
2294,Resample aggregating improves the generalizability of Connectome Predictive Modelling,David O'Connor,,20210625,160000,20210625,170000,poster2294,AmericasEurope,Poster,,poster2294AmericasEurope
2294,Resample aggregating improves the generalizability of Connectome Predictive Modelling,David O'Connor,,20210622,0,20210622,10000,poster2294,AmericasAsia,Poster,,poster2294AmericasAsia
2294,Resample aggregating improves the generalizability of Connectome Predictive Modelling,David O'Connor,,20210624,80000,20210624,100000,poster2294,EuropeAsia,Poster,,poster2294EuropeAsia
2445,Resting-state individual variability in autism: insights from a pilot clinical rTMS trial,Iska Moxon-Emre,,20210621,160000,20210621,170000,poster2445,AmericasEurope,Poster,,poster2445AmericasEurope
2445,Resting-state individual variability in autism: insights from a pilot clinical rTMS trial,Iska Moxon-Emre,,20210626,0,20210626,10000,poster2445,AmericasAsia,Poster,,poster2445AmericasAsia
2445,Resting-state individual variability in autism: insights from a pilot clinical rTMS trial,Iska Moxon-Emre,,20210624,80000,20210624,100000,poster2445,EuropeAsia,Poster,,poster2445EuropeAsia
1223,Restricted smoothing of spinal cord fMRI data resolves structured temporal variation in heatmaps,Kimberly Hemmerling,,20210625,160000,20210625,170000,poster1223,AmericasEurope,Poster,,poster1223AmericasEurope
1223,Restricted smoothing of spinal cord fMRI data resolves structured temporal variation in heatmaps,Kimberly Hemmerling,,20210623,0,20210623,10000,poster1223,AmericasAsia,Poster,,poster1223AmericasAsia
1223,Restricted smoothing of spinal cord fMRI data resolves structured temporal variation in heatmaps,Kimberly Hemmerling,,20210624,80000,20210624,100000,poster1223,EuropeAsia,Poster,,poster1223EuropeAsia
1871,Robust temporal interpolation of acquisition time differences for 3D fMRI sequences,Samuel Bianchi,,20210624,160000,20210624,170000,poster1871,AmericasEurope,Poster,,poster1871AmericasEurope
1871,Robust temporal interpolation of acquisition time differences for 3D fMRI sequences,Samuel Bianchi,,20210626,0,20210626,10000,poster1871,AmericasAsia,Poster,,poster1871AmericasAsia
1871,Robust temporal interpolation of acquisition time differences for 3D fMRI sequences,Samuel Bianchi,,20210622,80000,20210622,100000,poster1871,EuropeAsia,Poster,,poster1871EuropeAsia
1479,Robustness of individualized inferences from longitudinal resting state EEG dynamics,Maximilian Hommelsen,,20210625,160000,20210625,170000,poster1479,AmericasEurope,Poster,,poster1479AmericasEurope
1479,Robustness of individualized inferences from longitudinal resting state EEG dynamics,Maximilian Hommelsen,,20210623,0,20210623,10000,poster1479,AmericasAsia,Poster,,poster1479AmericasAsia
1479,Robustness of individualized inferences from longitudinal resting state EEG dynamics,Maximilian Hommelsen,,20210624,80000,20210624,100000,poster1479,EuropeAsia,Poster,,poster1479EuropeAsia
2386,Salience network leads sequenced brain changes underlying fMRI correlation with EEG and physiology,Yameng Gu,,20210625,160000,20210625,170000,poster2386,AmericasEurope,Poster,,poster2386AmericasEurope
2386,Salience network leads sequenced brain changes underlying fMRI correlation with EEG and physiology,Yameng Gu,,20210623,0,20210623,10000,poster2386,AmericasAsia,Poster,,poster2386AmericasAsia
2386,Salience network leads sequenced brain changes underlying fMRI correlation with EEG and physiology,Yameng Gu,,20210624,80000,20210624,100000,poster2386,EuropeAsia,Poster,,poster2386EuropeAsia
